what,kind,bundleId,bundleVersion,description,time
started,bundle,com.adobe.flexbuilder.multisdk,4.0.0.272416,"com.adobe.flexbuilder.multisdk",1283428823744
started,bundle,com.adobe.flexbuilder.mxml.editor,4.0.0.272416,"com.adobe.flexbuilder.mxml.editor",1283428823778
started,bundle,com.adobe.flexbuilder.mxmlmodel,4.0.0.272416,"com.adobe.flexbuilder.mxmlmodel",1283428823786
started,bundle,com.adobe.flexbuilder.project,4.0.0.272416,"com.adobe.flexbuilder.project",1283428823786
started,bundle,com.adobe.flexbuilder.project.ui,4.0.0.272416,"com.adobe.flexbuilder.project.ui",1283428823796
started,bundle,com.adobe.flexbuilder.ui,4.0.0.272416,"com.adobe.flexbuilder.ui",1283428824407
started,bundle,com.adobe.flexbuilder.utils.osnative,4.0.0.272416,"com.adobe.flexbuilder.utils.osnative",1283428824441
started,bundle,com.adobe.flexide.amt,4.0.0.272416,"com.adobe.flexide.amt",1283428824442
started,bundle,com.adobe.flexide.as.core,4.0.0.272416,"com.adobe.flexide.as.core",1283428824462
started,bundle,com.adobe.flexide.css.core,4.0.0.272416,"com.adobe.flexide.css.core",1283428824476
started,bundle,com.adobe.flexide.editorcore,4.0.0.272416,"com.adobe.flexide.editorcore",1283428824493
started,bundle,com.adobe.flexide.launching,4.0.0.272416,"com.adobe.flexide.launching",1283428824524
started,bundle,com.adobe.flexide.mxml.core,4.0.0.272416,"com.adobe.flexide.mxml.core",1283428824528
started,bundle,com.adobe.flexide.nativelibs,4.0.0.272416,"com.adobe.flexide.nativelibs",1283428824529
started,bundle,com.adobe.model.core,1.0.1.v20100112266797,"com.adobe.model.core",1283428824543
started,bundle,org.eclipse.mylyn.bugzilla.core,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1283428824560
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1283428824568
started,bundle,org.eclipse.mylyn.commons.net,3.3.0.v20091013-0200-e3x,"org.eclipse.mylyn.commons.net",1283428824569
started,bundle,org.eclipse.mylyn.commons.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.commons.ui",1283428824583
started,bundle,org.eclipse.mylyn.context.core,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.context.core",1283428824587
started,bundle,org.eclipse.mylyn.context.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.context.ui",1283428824601
started,bundle,org.eclipse.mylyn.monitor.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.monitor.ui",1283428824609
started,bundle,org.eclipse.mylyn.tasks.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.tasks.ui",1283428824625
started,bundle,org.eclipse.mylyn.team.ui,3.3.2.v20100222-0100-e3x,"org.eclipse.mylyn.team.ui",1283428824637
started,bundle,com.collabnet.subversion.merge,2.0.1,"com.collabnet.subversion.merge",1283428824637
started,bundle,org.tigris.subversion.clientadapter,1.6.10,"org.tigris.subversion.clientadapter",1283428824637
started,bundle,org.tigris.subversion.subclipse.core,1.6.10,"org.tigris.subversion.subclipse.core",1283428824637
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1283428824637
started,bundle,org.tigris.subversion.subclipse.ui,1.6.10,"org.tigris.subversion.subclipse.ui",1283428824660
os,sysinfo,,,"macosx",1283428824663
arch,sysinfo,,,"x86",1283428824663
ws,sysinfo,,,"carbon",1283428824663
locale,sysinfo,,,"de_DE",1283428824663
processors,sysinfo,,,"2",1283428824663
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1283428824663
java.runtime.version,sysinfo,,,"1.6.0_20-b02-279-10M3065",1283428824663
java.specification.name,sysinfo,,,"Java Platform API Specification",1283428824663
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1283428824663
java.specification.version,sysinfo,,,"1.6",1283428824663
java.vendor,sysinfo,,,"Apple Inc.",1283428824663
java.version,sysinfo,,,"1.6.0_20",1283428824663
java.vm.info,sysinfo,,,"mixed mode",1283428824663
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1283428824663
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1283428824663
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1283428824663
java.vm.specification.version,sysinfo,,,"1.0",1283428824663
java.vm.vendor,sysinfo,,,"Apple Inc.",1283428824663
java.vm.version,sysinfo,,,"16.3-b01-279",1283428824663
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1283428829209
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1283428829213
closed,view,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.internal.introview",1283428829221
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283428839601
started,bundle,com.adobe.flexbuilder.codemodel,4.0.0.272416,"com.adobe.flexbuilder.codemodel",1283428861319
started,bundle,com.adobe.flexbuilder.monitors.network,4.0.0.272416,"com.adobe.flexbuilder.monitors.network",1283428876657
started,bundle,org.eclipse.jst.servlet.ui,1.1.301.v200908101600,"org.eclipse.jst.servlet.ui",1283428878977
started,bundle,org.eclipse.jst.jee.ui,1.0.201.v201002021208,"org.eclipse.jst.jee.ui",1283428878979
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.301.v201001252130,"org.eclipse.jst.j2ee.navigator.ui",1283428878985
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.9.3,"org.tigris.subversion.clientadapter.javahl",1283428879478
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.10,"org.tigris.subversion.clientadapter.svnkit",1283428879483
started,bundle,org.eclipse.wst.html.core,1.1.300.v200903120608,"org.eclipse.wst.html.core",1283428881480
started,bundle,org.tmatesoft.svnkit,1.3.2.6267,"org.tmatesoft.svnkit",1283428883478
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283428889649
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.newWizard",1283428889689
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283428889715
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1283428898032
